File Name,D:\我的库\desktop\81.txt
Start Date,29 五月 2016
Start Time,10:14:06

Sample #,X_GYRO (16 bit),Y_GYRO (16 bit),Z_GYRO (16  bit),X_ACCL (16  bit),Y_ACCL (16  bit),Z_ACCL (16  bit),X_MAGN (16 bit),Y_MAGN (16 bit),Z_MAGN (16 bit),ROLL _C23_OUT,PITCH_C31_OUT,YAW_C32_OUT
15300,3.9600,-5.4600,134.1400,0.0456,-0.0272,1.0056,270.4000,162.2000,-235.3000,-1.0272,-0.5713,22.4344
15301,4.0600,-5.3400,133.9400,0.0560,-0.0240,1.0056,271.9000,158.9000,-235.2000,-1.0217,-0.5713,22.5443
15302,4.1200,-5.4800,133.7600,0.0472,-0.0280,0.9968,271.9000,158.9000,-235.2000,-1.0217,-0.5768,22.6541
15303,3.7200,-5.1800,133.6600,0.0576,-0.0400,0.9896,271.9000,158.9000,-235.2000,-1.0217,-0.5768,22.7640
15304,3.7600,-5.3000,133.1800,0.0424,-0.0488,1.0008,271.9000,158.9000,-235.2000,-1.0162,-0.5823,22.8739
15305,3.5800,-5.5800,133.0000,0.0416,-0.0480,0.9992,271.9000,158.9000,-235.2000,-1.0162,-0.5823,22.9782
15306,3.6800,-5.5000,132.7200,0.0384,-0.0496,0.9928,271.9000,158.9000,-235.2000,-1.0162,-0.5878,23.0881
15307,3.6200,-5.2600,132.6800,0.0472,-0.0616,0.9920,271.9000,158.9000,-235.2000,-1.0108,-0.5878,23.1980
15308,3.2000,-5.0800,132.4200,0.0304,-0.0512,0.9928,271.9000,158.9000,-235.2000,-1.0108,-0.5878,23.3023
15309,3.3000,-5.3400,132.4800,0.0376,-0.0512,0.9896,271.9000,158.9000,-235.2000,-1.0108,-0.5933,23.4122
15310,3.2200,-4.9800,132.2800,0.0392,-0.0568,0.9912,271.9000,158.9000,-235.2000,-1.0053,-0.5933,23.5166
15311,3.4200,-5.1600,131.9200,0.0280,-0.0720,0.9984,271.9000,158.9000,-235.2000,-1.0053,-0.5988,23.6264
15312,3.5000,-5.0200,131.8800,0.0480,-0.0808,0.9920,274.8000,154.2000,-235.5000,-1.0053,-0.5988,23.7308
15313,3.7800,-4.8200,131.1200,0.0432,-0.0808,0.9912,274.8000,154.2000,-235.5000,-0.9998,-0.6043,23.8407
15314,3.5000,-5.1600,130.8400,0.0528,-0.0928,0.9952,274.8000,154.2000,-235.5000,-0.9998,-0.6043,23.9450
15315,3.5400,-5.2600,129.8600,0.0624,-0.1136,0.9920,274.8000,154.2000,-235.5000,-0.9998,-0.6043,24.0549
15316,3.4400,-4.9800,129.3400,0.0552,-0.1184,0.9896,274.8000,154.2000,-235.5000,-0.9998,-0.6097,24.1593
15317,3.4000,-5.1400,128.5400,0.0552,-0.1248,1.0016,274.8000,154.2000,-235.5000,-0.9943,-0.6097,24.2636
15318,3.6200,-5.1400,127.8600,0.0520,-0.1272,0.9976,274.8000,154.2000,-235.5000,-0.9943,-0.6152,24.3680
15319,3.8200,-4.9400,126.9400,0.0608,-0.1320,1.0008,274.8000,154.2000,-235.5000,-0.9943,-0.6152,24.4669
15320,4.4000,-4.9000,126.1200,0.0576,-0.1400,0.9936,274.8000,154.2000,-235.5000,-0.9888,-0.6207,24.5713
15321,4.1000,-4.8400,125.1800,0.0560,-0.1424,0.9864,274.8000,154.2000,-235.5000,-0.9888,-0.6207,24.6756
15322,3.8800,-4.9200,124.3000,0.0600,-0.1488,0.9872,274.8000,154.2000,-235.5000,-0.9833,-0.6207,24.7745
15323,4.0000,-4.7400,123.5600,0.0616,-0.1600,0.9880,274.8000,154.2000,-235.5000,-0.9833,-0.6262,24.8734
15324,3.9400,-4.8000,122.6600,0.0632,-0.1728,0.9896,278.4000,149.4000,-235.2000,-0.9833,-0.6262,24.9778
15325,4.0400,-4.6800,121.5200,0.0520,-0.1664,0.9864,278.4000,149.4000,-235.2000,-0.9778,-0.6317,25.0766
15326,4.1800,-4.6000,120.7200,0.0488,-0.1672,0.9912,278.4000,149.4000,-235.2000,-0.9778,-0.6317,25.1700
15327,4.5200,-4.5200,119.9800,0.0536,-0.1776,0.9872,278.4000,149.4000,-235.2000,-0.9723,-0.6317,25.2689
15328,4.5600,-4.5600,118.9600,0.0584,-0.1824,0.9888,278.4000,149.4000,-235.2000,-0.9723,-0.6372,25.3678
15329,4.3200,-4.5600,117.9200,0.0536,-0.1744,0.9880,278.4000,149.4000,-235.2000,-0.9668,-0.6372,25.4612
15330,4.5400,-4.7200,116.7800,0.0568,-0.1592,0.9904,278.4000,149.4000,-235.2000,-0.9668,-0.6427,25.5600
15331,4.6600,-4.4000,115.8200,0.0456,-0.1616,0.9824,278.4000,149.4000,-235.2000,-0.9613,-0.6427,25.6534
15332,4.8400,-4.6200,114.7400,0.0504,-0.1632,0.9928,278.4000,149.4000,-235.2000,-0.9613,-0.6427,25.7468
15333,4.9200,-4.5800,113.8400,0.0432,-0.1528,0.9832,278.4000,149.4000,-235.2000,-0.9558,-0.6482,25.8402
15334,4.7400,-4.4000,112.8000,0.0456,-0.1560,0.9848,278.4000,149.4000,-235.2000,-0.9558,-0.6482,25.9281
15335,4.6400,-4.4000,111.7800,0.0456,-0.1600,0.9824,279.4000,146.4000,-235.8000,-0.9503,-0.6537,26.0215
15336,4.1800,-4.2800,110.8400,0.0512,-0.1600,0.9840,280.5000,143.4000,-236.3000,-0.9503,-0.6537,26.1094
15337,4.2000,-4.2200,109.6400,0.0488,-0.1616,0.9832,280.5000,143.4000,-236.3000,-0.9503,-0.6537,26.1973
15338,4.0000,-4.0600,108.6800,0.0576,-0.1944,0.9880,280.5000,143.4000,-236.3000,-0.9448,-0.6592,26.2906
15339,3.7600,-3.7600,107.2200,0.0480,-0.1872,0.9912,280.5000,143.4000,-236.3000,-0.9448,-0.6592,26.3730
15340,4.0600,-4.0800,106.3200,0.0520,-0.1752,1.0032,280.5000,143.4000,-236.3000,-0.9393,-0.6592,26.4609
15341,4.0800,-4.2400,105.3800,0.0480,-0.1696,0.9952,280.5000,143.4000,-236.3000,-0.9393,-0.6647,26.5488
15342,4.0600,-4.1800,104.2400,0.0448,-0.1720,0.9976,280.5000,143.4000,-236.3000,-0.9393,-0.6647,26.6312
15343,4.2400,-4.0400,103.2400,0.0368,-0.1584,0.9960,280.5000,143.4000,-236.3000,-0.9339,-0.6702,26.7191
15344,4.2800,-4.0800,102.4400,0.0384,-0.1600,0.9920,280.5000,143.4000,-236.3000,-0.9339,-0.6702,26.8015
15345,4.2000,-4.2000,101.3400,0.0240,-0.1592,0.9912,280.5000,143.4000,-236.3000,-0.9284,-0.6702,26.8839
15346,3.7000,-4.2400,100.5400,0.0288,-0.1512,0.9856,280.5000,143.4000,-236.3000,-0.9284,-0.6757,26.9663
15347,3.5000,-4.2800,99.5200,0.0248,-0.1480,0.9840,281.8000,140.8000,-236.7000,-0.9284,-0.6757,27.0432
15348,3.2400,-4.3400,99.0800,0.0208,-0.1416,0.9904,283.1000,138.1000,-237.0000,-0.9229,-0.6812,27.1256
15349,3.4200,-4.2200,98.3200,0.0240,-0.1448,0.9904,283.1000,138.1000,-237.0000,-0.9229,-0.6812,27.2080
15350,3.0600,-4.1600,97.5200,0.0168,-0.1448,0.9912,283.1000,138.1000,-237.0000,-0.9229,-0.6812,27.2849
15351,2.5800,-4.1800,96.7000,0.0216,-0.1496,0.9928,283.1000,138.1000,-237.0000,-0.9229,-0.6867,27.3618
15352,2.1800,-4.2200,96.0400,0.0184,-0.1384,0.9952,283.1000,138.1000,-237.0000,-0.9174,-0.6867,27.4442
15353,2.1600,-4.2600,95.3200,0.0240,-0.1416,0.9896,283.1000,138.1000,-237.0000,-0.9174,-0.6867,27.5211
15354,1.5800,-4.4400,94.4200,0.0152,-0.1336,1.0056,283.1000,138.1000,-237.0000,-0.9174,-0.6921,27.5980
15355,1.3600,-4.6000,93.8400,0.0264,-0.1384,0.9984,283.1000,138.1000,-237.0000,-0.9174,-0.6921,27.6749
15356,0.8200,-4.7400,93.1400,0.0264,-0.1464,1.0048,283.1000,138.1000,-237.0000,-0.9174,-0.6976,27.7464
15357,0.3600,-4.8800,92.2200,0.0272,-0.1424,1.0072,283.1000,138.1000,-237.0000,-0.9174,-0.6976,27.8233
15358,0.1200,-4.9400,91.7600,0.0216,-0.1384,1.0096,283.1000,138.1000,-237.0000,-0.9174,-0.7031,27.9002
15359,-0.2000,-5.0600,91.1400,0.0336,-0.1312,1.0048,285.2000,133.3000,-235.9000,-0.9229,-0.7031,27.9716
15360,-0.3800,-5.0000,90.3000,0.0216,-0.1312,1.0064,285.2000,133.3000,-235.9000,-0.9229,-0.7086,28.0485
15361,-0.3400,-5.2400,89.4800,0.0336,-0.1208,1.0056,285.2000,133.3000,-235.9000,-0.9229,-0.7141,28.1199
15362,-1.0000,-5.2200,88.7800,0.0320,-0.1040,1.0048,285.2000,133.3000,-235.9000,-0.9229,-0.7141,28.1913
15363,-1.4600,-5.4600,88.8000,0.0256,-0.1040,1.0016,285.2000,133.3000,-235.9000,-0.9284,-0.7196,28.2627
15364,-1.7400,-5.3800,88.3200,0.0312,-0.1056,1.0016,285.2000,133.3000,-235.9000,-0.9284,-0.7196,28.3341
15365,-2.2800,-5.5400,87.9800,0.0256,-0.1040,1.0056,285.2000,133.3000,-235.9000,-0.9339,-0.7251,28.4055
15366,-2.4400,-5.7600,87.3400,0.0360,-0.1192,1.0056,285.2000,133.3000,-235.9000,-0.9339,-0.7306,28.4770
15367,-2.7400,-5.5800,86.8400,0.0304,-0.1240,1.0040,285.2000,133.3000,-235.9000,-0.9393,-0.7306,28.5484
15368,-3.1600,-5.8800,86.1400,0.0312,-0.1208,1.0080,285.2000,133.3000,-235.9000,-0.9448,-0.7361,28.6198
15369,-3.2400,-5.8600,85.4800,0.0200,-0.1128,1.0032,285.2000,133.3000,-235.9000,-0.9448,-0.7416,28.6857
15370,-3.4400,-5.7200,85.1200,0.0144,-0.1160,1.0008,285.2000,133.3000,-235.9000,-0.9503,-0.7416,28.7571
15371,-3.6200,-5.6400,84.0200,-0.0048,-0.1176,0.9984,286.1000,130.8000,-237.2000,-0.9558,-0.7471,28.8285
15372,-3.3200,-5.7200,83.6000,-0.0080,-0.1168,0.9976,286.1000,130.8000,-237.2000,-0.9558,-0.7471,28.8944
15373,-3.0800,-5.7800,83.0200,-0.0088,-0.1176,0.9976,286.1000,130.8000,-237.2000,-0.9613,-0.7526,28.9604
15374,-2.4000,-6.0600,82.5800,-0.0072,-0.1128,0.9936,286.1000,130.8000,-237.2000,-0.9613,-0.7581,29.0318
15375,-1.8400,-5.9000,81.8600,0.0040,-0.1096,0.9864,286.1000,130.8000,-237.2000,-0.9668,-0.7581,29.0977
15376,-1.0800,-5.7600,81.5200,-0.0104,-0.0896,0.9760,286.1000,130.8000,-237.2000,-0.9668,-0.7636,29.1636
15377,-0.8200,-5.7600,81.4400,-0.0104,-0.0736,0.9736,286.1000,130.8000,-237.2000,-0.9668,-0.7691,29.2295
15378,-0.2400,-5.4000,81.0000,-0.0160,-0.0736,0.9616,286.1000,130.8000,-237.2000,-0.9723,-0.7691,29.2954
15379,-0.2200,-4.8600,80.8000,-0.0192,-0.0832,0.9664,286.1000,130.8000,-237.2000,-0.9723,-0.7745,29.3614
15380,-0.3800,-4.9200,80.5200,-0.0176,-0.0824,0.9624,286.1000,130.8000,-237.2000,-0.9723,-0.7745,29.4273
15381,-0.4600,-4.9200,80.1400,-0.0112,-0.0904,0.9736,286.1000,130.8000,-237.2000,-0.9723,-0.7800,29.4932
15382,-0.0600,-4.2600,79.5800,-0.0160,-0.0840,0.9776,286.9000,128.5000,-237.1000,-0.9723,-0.7800,29.5536
15383,0.2000,-3.7000,79.1800,-0.0096,-0.0856,0.9864,287.8000,126.2000,-237.1000,-0.9778,-0.7855,29.6196
15384,1.0400,-4.0400,78.7800,-0.0128,-0.0768,0.9832,287.8000,126.2000,-237.1000,-0.9778,-0.7855,29.6855
15385,1.2400,-3.8800,78.4200,-0.0176,-0.0736,0.9856,287.8000,126.2000,-237.1000,-0.9778,-0.7855,29.7459
15386,1.2800,-4.0000,77.9000,-0.0152,-0.0728,0.9864,287.8000,126.2000,-237.1000,-0.9723,-0.7910,29.8118
15387,1.3600,-3.9200,77.4600,-0.0168,-0.0704,0.9840,287.8000,126.2000,-237.1000,-0.9723,-0.7910,29.8722
15388,1.6400,-3.6800,76.8200,-0.0136,-0.0712,0.9864,287.8000,126.2000,-237.1000,-0.9723,-0.7910,29.9382
15389,1.1600,-3.5400,76.3000,-0.0168,-0.0768,0.9928,287.8000,126.2000,-237.1000,-0.9723,-0.7965,29.9986
15390,1.2400,-3.6000,75.6400,-0.0184,-0.0808,0.9936,287.8000,126.2000,-237.0000,-0.9723,-0.7965,30.0590
15391,1.1400,-3.5200,75.2200,-0.0112,-0.0704,1.0016,287.8000,126.2000,-237.1000,-0.9723,-0.7965,30.1194
15392,1.3000,-3.6000,74.5800,-0.0200,-0.0592,1.0056,287.8000,126.2000,-237.1000,-0.9723,-0.8020,30.1799
15393,1.2800,-3.5000,74.4400,-0.0248,-0.0528,1.0032,287.8000,126.2000,-237.1000,-0.9723,-0.8020,30.2403
15394,1.3600,-3.5400,74.0200,-0.0152,-0.0680,1.0024,288.4000,125.0000,-237.3000,-0.9723,-0.8020,30.3007
15395,1.3600,-3.4000,73.8800,-0.0184,-0.0608,1.0064,289.0000,123.8000,-237.6000,-0.9723,-0.8075,30.3611
15396,1.1400,-3.4600,73.2200,-0.0160,-0.0624,1.0040,289.0000,123.8000,-237.6000,-0.9723,-0.8075,30.4216
15397,1.0800,-3.4600,73.0200,-0.0176,-0.0584,1.0024,289.0000,123.8000,-237.6000,-0.9723,-0.8075,30.4820
15398,1.0200,-3.1800,72.6800,-0.0120,-0.0528,1.0080,289.0000,123.8000,-237.6000,-0.9723,-0.8130,30.5424
15399,0.8000,-3.4000,72.1200,-0.0232,-0.0496,1.0048,289.0000,123.8000,-237.6000,-0.9723,-0.8130,30.6028
15400,0.6800,-3.4600,72.3800,-0.0144,-0.0456,1.0088,289.0000,123.8000,-237.6000,-0.9723,-0.8130,30.6578
15401,0.9600,-3.4200,71.8600,-0.0120,-0.0408,1.0080,289.0000,123.8000,-237.6000,-0.9723,-0.8185,30.7182
15402,1.0200,-3.4200,71.9200,-0.0008,-0.0384,1.0064,289.0000,123.8000,-237.6000,-0.9723,-0.8185,30.7786
15403,0.8000,-3.4200,71.7400,-0.0064,-0.0392,1.0016,289.0000,123.8000,-237.6000,-0.9723,-0.8185,30.8336
15404,0.7800,-3.4200,71.6200,0.0016,-0.0448,0.9968,289.0000,123.8000,-237.6000,-0.9723,-0.8185,30.8940
15405,0.6800,-3.4000,71.2000,0.0032,-0.0504,0.9984,289.0000,123.8000,-237.6000,-0.9723,-0.8240,30.9489
15406,0.4800,-3.4600,70.8800,0.0008,-0.0480,0.9976,291.5000,121.1000,-237.4000,-0.9723,-0.8240,31.0093
15407,0.4400,-3.3400,70.5600,-0.0008,-0.0592,0.9968,291.5000,121.1000,-237.4000,-0.9723,-0.8240,31.0643
15408,0.5400,-3.4200,70.1800,-0.0072,-0.0576,1.0000,291.5000,121.1000,-237.4000,-0.9778,-0.8295,31.1247
15409,0.4800,-3.5000,69.8800,0.0024,-0.0584,0.9984,291.5000,121.1000,-237.4000,-0.9778,-0.8295,31.1796
15410,0.5600,-3.6400,69.3400,0.0048,-0.0528,0.9984,291.5000,121.1000,-237.4000,-0.9778,-0.8295,31.2346
15411,0.6400,-3.6400,69.6200,0.0136,-0.0552,0.9928,291.5000,121.1000,-237.4000,-0.9778,-0.8350,31.2950
15412,0.7400,-3.4000,69.3600,0.0112,-0.0536,0.9920,291.5000,121.1000,-237.4000,-0.9778,-0.8350,31.3499
15413,0.9800,-3.2000,69.1800,-0.0016,-0.0552,0.9912,291.5000,121.1000,-237.4000,-0.9778,-0.8350,31.4049
15414,1.2200,-3.1000,68.7000,0.0000,-0.0584,0.9912,291.5000,121.1000,-237.4000,-0.9778,-0.8405,31.4598
15415,1.4600,-2.9800,68.4800,0.0072,-0.0736,0.9832,291.5000,121.1000,-237.4000,-0.9778,-0.8405,31.5202
15416,1.7400,-2.8400,68.1200,0.0200,-0.0792,0.9880,291.5000,121.1000,-237.4000,-0.9778,-0.8405,31.5751
15417,1.9000,-2.8000,67.4400,0.0056,-0.0760,0.9784,291.5000,121.1000,-237.4000,-0.9723,-0.8405,31.6301
15418,1.8800,-2.6200,67.3600,0.0160,-0.0672,0.9920,291.7000,117.3000,-237.8000,-0.9723,-0.8460,31.6850
15419,2.3800,-2.8600,66.9000,0.0104,-0.0608,0.9864,291.7000,117.3000,-237.8000,-0.9723,-0.8460,31.7399
15420,3.0400,-2.6800,66.9200,0.0168,-0.0648,0.9904,291.7000,117.3000,-237.8000,-0.9723,-0.8460,31.7894
15421,3.5200,-2.8000,66.6200,0.0240,-0.0792,0.9800,291.7000,117.3000,-237.8000,-0.9668,-0.8460,31.8443
15422,4.0600,-2.7200,66.5600,0.0216,-0.0608,0.9840,291.7000,117.3000,-237.8000,-0.9668,-0.8515,31.8992
15423,4.6000,-2.4200,66.2600,0.0296,-0.0680,0.9784,291.7000,117.3000,-237.8000,-0.9613,-0.8515,31.9542
15424,5.2200,-2.2600,66.0200,0.0200,-0.0616,0.9704,291.7000,117.3000,-237.8000,-0.9613,-0.8515,32.0091
15425,5.6600,-1.8600,65.8200,0.0264,-0.0640,0.9800,291.7000,117.3000,-237.8000,-0.9558,-0.8515,32.0640
15426,6.3400,-1.6200,65.4000,0.0192,-0.0624,0.9752,291.7000,117.3000,-237.8000,-0.9503,-0.8515,32.1135
15427,6.8000,-1.4000,65.4600,0.0296,-0.0632,0.9736,291.7000,117.3000,-237.9000,-0.9448,-0.8515,32.1684
15428,7.5800,-1.2400,65.5000,0.0248,-0.0560,0.9768,291.7000,117.3000,-237.8000,-0.9393,-0.8515,32.2233
15429,8.1600,-1.1200,65.3200,0.0312,-0.0624,0.9744,292.4000,115.5000,-237.9000,-0.9339,-0.8515,32.2728
15430,8.6800,-1.0000,64.8800,0.0152,-0.0648,0.9712,293.2000,113.7000,-238.0000,-0.9284,-0.8515,32.3277
15431,9.3400,-0.4200,64.9200,0.0160,-0.0584,0.9720,293.2000,113.7000,-238.0000,-0.9229,-0.8515,32.3772
15432,10.0400,-0.4400,64.6400,0.0112,-0.0624,0.9728,293.2000,113.7000,-238.0000,-0.9174,-0.8515,32.4321
15433,10.8800,-0.1000,64.4800,0.0208,-0.0744,0.9680,293.2000,113.7000,-238.0000,-0.9064,-0.8515,32.4870
15434,11.4600,0.1000,63.8600,0.0272,-0.0776,0.9672,293.2000,113.7000,-238.0000,-0.9009,-0.8515,32.5365
15435,12.0400,0.2200,63.8200,0.0440,-0.0688,0.9720,293.2000,113.7000,-238.0000,-0.8899,-0.8515,32.5859
15436,12.9200,0.2200,63.4000,0.0408,-0.0696,0.9688,293.2000,113.7000,-238.0000,-0.8789,-0.8460,32.6408
15437,13.5800,0.4800,63.2400,0.0376,-0.0640,0.9680,293.2000,113.7000,-238.0000,-0.8679,-0.8460,32.6903
15438,14.4000,0.8400,62.9600,0.0400,-0.0608,0.9664,293.2000,113.7000,-238.0000,-0.8569,-0.8460,32.7452
15439,15.0600,1.3800,62.6000,0.0384,-0.0744,0.9648,293.2000,113.7000,-238.0000,-0.8460,-0.8460,32.7946
15440,15.4000,1.4200,62.4000,0.0552,-0.0840,0.9632,293.2000,113.7000,-238.0000,-0.8350,-0.8405,32.8441
15441,16.1200,1.7000,62.1200,0.0408,-0.0696,0.9632,293.7000,112.5000,-238.0000,-0.8240,-0.8405,32.8935
15442,16.6000,1.7400,62.2000,0.0456,-0.0672,0.9696,294.3000,111.3000,-238.0000,-0.8130,-0.8405,32.9430
15443,17.2200,2.1200,61.5800,0.0488,-0.0680,0.9728,294.3000,111.3000,-238.0000,-0.7965,-0.8350,32.9924
15444,18.2000,2.2600,61.1800,0.0576,-0.0736,0.9728,294.3000,111.3000,-238.0000,-0.7855,-0.8350,33.0473
15445,18.9800,2.5600,60.6200,0.0576,-0.0792,0.9768,294.3000,111.3000,-238.0000,-0.7691,-0.8295,33.0968
15446,20.0200,2.6600,60.1800,0.0576,-0.0776,0.9752,294.3000,111.3000,-238.0000,-0.7526,-0.8295,33.1407
15447,20.6000,2.8400,59.5400,0.0504,-0.0752,0.9728,294.3000,111.3000,-238.0000,-0.7361,-0.8240,33.1902
15448,21.3000,3.1600,59.0800,0.0616,-0.0720,0.9744,294.3000,111.3000,-238.0000,-0.7196,-0.8240,33.2396
15449,22.5000,3.3000,58.4200,0.0576,-0.0728,0.9768,294.3000,111.3000,-238.0000,-0.7031,-0.8185,33.2890
15450,23.3400,3.5600,58.0200,0.0584,-0.0704,0.9744,294.3000,111.3000,-238.0000,-0.6867,-0.8130,33.3330
15451,24.3200,3.9400,57.1200,0.0528,-0.0736,0.9744,294.3000,111.3000,-238.0000,-0.6647,-0.8130,33.3824
15452,24.8800,4.1600,56.7800,0.0640,-0.0736,0.9712,294.3000,111.3000,-238.0000,-0.6482,-0.8075,33.4264
15453,25.6200,4.4600,56.2800,0.0672,-0.0720,0.9784,295.8000,106.3000,-238.2000,-0.6262,-0.8020,33.4703
15454,26.0800,4.8600,55.8200,0.0568,-0.0712,0.9752,295.8000,106.3000,-238.2000,-0.6043,-0.8020,33.5198
15455,27.1000,5.0200,55.3200,0.0544,-0.0664,0.9808,295.8000,106.3000,-238.2000,-0.5823,-0.7965,33.5637
15456,28.0600,5.2800,54.8800,0.0576,-0.0640,0.9752,295.7000,106.3000,-238.2000,-0.5603,-0.7910,33.6076
15457,28.9400,5.4000,54.5800,0.0592,-0.0688,0.9736,295.8000,106.3000,-238.2000,-0.5383,-0.7855,33.6516
15458,29.8000,5.8000,54.0600,0.0688,-0.0608,0.9728,295.7000,106.3000,-238.2000,-0.5164,-0.7800,33.6955
15459,30.2400,5.8000,53.6800,0.0824,-0.0744,0.9720,295.8000,106.3000,-238.2000,-0.4944,-0.7745,33.7395
15460,30.6400,6.2400,53.3400,0.0800,-0.0648,0.9672,295.8000,106.3000,-238.2000,-0.4669,-0.7691,33.7834
15461,30.7800,6.5800,52.8200,0.0952,-0.0720,0.9752,295.8000,106.3000,-238.2000,-0.4450,-0.7636,33.8274
15462,31.4400,6.5800,52.6000,0.0872,-0.0592,0.9744,295.8000,106.3000,-238.2000,-0.4175,-0.7581,33.8658
15463,32.0000,6.7200,52.1000,0.0912,-0.0488,0.9816,295.8000,106.3000,-238.2000,-0.3900,-0.7526,33.9098
15464,32.7800,7.2000,51.9600,0.0904,-0.0400,0.9744,295.8000,106.3000,-238.2000,-0.3680,-0.7471,33.9537
15465,33.2000,7.7600,51.6000,0.0952,-0.0528,0.9760,296.5000,102.3000,-238.1000,-0.3406,-0.7416,33.9922
15466,33.4600,7.8200,51.1000,0.1056,-0.0584,0.9704,296.5000,102.3000,-238.1000,-0.3131,-0.7361,34.0361
15467,33.4200,8.1200,50.5200,0.1048,-0.0568,0.9744,296.5000,102.3000,-238.1000,-0.2856,-0.7306,34.0746
15468,33.8200,8.4600,50.2800,0.1016,-0.0624,0.9808,296.5000,102.3000,-238.1000,-0.2582,-0.7196,34.1185
15469,33.9400,8.8800,49.6400,0.1056,-0.0584,0.9912,296.5000,102.3000,-238.1000,-0.2307,-0.7141,34.1570
15470,34.3400,9.1000,48.8800,0.0944,-0.0624,0.9928,296.5000,102.3000,-238.1000,-0.2032,-0.7086,34.1954
15471,34.8600,8.8600,48.5000,0.0984,-0.0744,1.0000,296.5000,102.3000,-238.1000,-0.1758,-0.6976,34.2394
15472,35.1200,8.8400,47.6800,0.0912,-0.0592,0.9952,296.5000,102.3000,-238.1000,-0.1483,-0.6921,34.2778
15473,35.3200,8.8400,47.1000,0.0928,-0.0480,1.0040,296.5000,102.3000,-238.1000,-0.1209,-0.6867,34.3163
15474,35.7000,8.9200,46.6000,0.0928,-0.0560,1.0008,296.5000,102.3000,-238.1000,-0.0934,-0.6757,34.3547
15475,35.9400,9.0800,45.8600,0.0920,-0.0536,1.0040,296.5000,102.3000,-238.1000,-0.0659,-0.6702,34.3877
15476,36.3400,9.1400,44.9800,0.0912,-0.0616,0.9984,297.1000,100.8000,-238.5000,-0.0330,-0.6647,34.4261
15477,36.3200,9.1000,44.3400,0.0912,-0.0424,1.0040,297.7000,99.2000,-239.0000,-0.0055,-0.6592,34.4646
15478,36.6200,9.2200,43.9200,0.0880,-0.0368,0.9992,297.7000,99.2000,-239.0000,0.0220,-0.6482,34.4975
15479,36.8600,9.2600,43.3200,0.0848,-0.0376,1.0024,297.7000,99.2000,-239.0000,0.0549,-0.6427,34.5305
15480,36.5000,9.3400,42.7800,0.0976,-0.0480,1.0016,297.7000,99.2000,-239.0000,0.0824,-0.6372,34.5690
15481,36.2200,9.0400,41.9600,0.0824,-0.0432,1.0008,297.7000,99.2000,-239.0000,0.1099,-0.6262,34.6019
15482,35.8800,9.1200,41.7400,0.0728,-0.0344,1.0048,297.7000,99.2000,-239.0000,0.1373,-0.6207,34.6349
15483,35.0600,8.7400,41.1200,0.0600,-0.0320,1.0184,297.7000,99.2000,-239.0000,0.1703,-0.6152,34.6678
15484,33.6800,8.2800,40.7200,0.0576,-0.0248,1.0336,297.7000,99.2000,-239.0000,0.1923,-0.6043,34.7008
15485,32.2000,7.8000,39.6600,0.0568,-0.0256,1.0496,297.7000,99.2000,-239.0000,0.2197,-0.5988,34.7338
15486,30.4000,7.3800,39.3600,0.0544,-0.0312,1.0600,297.7000,99.2000,-239.0000,0.2472,-0.5933,34.7667
15487,28.6400,6.5600,38.7600,0.0528,-0.0328,1.0680,297.7000,99.2000,-239.0000,0.2692,-0.5878,34.7997
15488,26.6000,6.0600,37.8200,0.0392,-0.0392,1.0704,298.5000,98.5000,-238.5000,0.2911,-0.5823,34.8271
15489,24.4600,5.2400,37.2600,0.0400,-0.0376,1.0720,299.3000,97.9000,-238.1000,0.3076,-0.5823,34.8601
15490,22.1200,4.6200,36.5400,0.0336,-0.0264,1.0656,299.3000,97.9000,-238.1000,0.3241,-0.5768,34.8876
15491,19.9600,3.8400,36.2400,0.0376,-0.0288,1.0632,299.3000,97.9000,-238.1000,0.3406,-0.5768,34.9205
15492,17.9600,3.0800,35.5800,0.0240,-0.0136,1.0568,299.3000,97.9000,-238.1000,0.3571,-0.5713,34.9480
15493,16.1000,2.2400,35.2000,0.0264,0.0000,1.0464,299.3000,97.9000,-238.1000,0.3680,-0.5713,34.9755
15494,14.2800,1.5600,34.8200,0.0224,-0.0032,1.0312,299.3000,97.9000,-238.1000,0.3790,-0.5713,35.0029
15495,12.6200,1.0200,34.4200,0.0256,0.0056,1.0160,299.3000,97.9000,-238.1000,0.3900,-0.5713,35.0359
15496,10.8600,0.6200,34.0600,0.0232,0.0120,1.0064,299.3000,97.9000,-238.1000,0.4010,-0.5658,35.0634
15497,9.1800,0.4200,33.6200,0.0296,0.0088,1.0000,299.3000,97.9000,-238.1000,0.4065,-0.5658,35.0908
15498,7.7200,-0.1200,33.3200,0.0272,0.0128,0.9936,299.3000,97.9000,-238.1000,0.4120,-0.5713,35.1183
15499,6.6800,-0.2200,32.9400,0.0176,0.0128,0.9872,299.3000,97.9000,-238.1000,0.4175,-0.5713,35.1403
15500,5.6600,-0.4800,32.6400,0.0176,0.0160,0.9840,300.0000,94.8000,-239.1000,0.4230,-0.5713,35.1677
15501,4.6600,-0.6800,32.4200,0.0176,0.0088,0.9776,300.0000,94.8000,-239.1000,0.4285,-0.5713,35.1952
15502,3.7000,-0.7200,32.3200,0.0208,0.0096,0.9784,300.0000,94.8000,-239.1000,0.4285,-0.5713,35.2227
