File Name,D:\我的库\desktop\81.txt
Start Date,29 五月 2016
Start Time,10:14:06

Sample #,X_GYRO (16 bit),Y_GYRO (16 bit),Z_GYRO (16  bit),X_ACCL (16  bit),Y_ACCL (16  bit),Z_ACCL (16  bit),X_MAGN (16 bit),Y_MAGN (16 bit),Z_MAGN (16 bit),ROLL _C23_OUT,PITCH_C31_OUT,YAW_C32_OUT
15099,0.8200,-0.7000,36.9400,0.0552,-0.1872,0.9992,249.1000,193.0000,-233.9000,-1.0053,-0.3790,14.3154
15100,0.9600,-0.7400,35.4400,0.0640,-0.1848,0.9984,249.6000,191.7000,-234.3000,-0.9998,-0.3790,14.3428
15101,1.4200,-0.7400,34.7600,0.0552,-0.1760,0.9952,250.2000,190.4000,-234.6000,-0.9998,-0.3790,14.3703
15102,1.7400,-0.5600,33.5200,0.0520,-0.1728,0.9848,250.2000,190.4000,-234.6000,-0.9998,-0.3790,14.3978
15103,1.8400,-0.6200,32.7200,0.0384,-0.1680,0.9792,250.2000,190.4000,-234.6000,-0.9998,-0.3790,14.4252
15104,1.8800,-0.7800,32.0000,0.0400,-0.1704,0.9752,250.2000,190.4000,-234.6000,-0.9998,-0.3790,14.4527
15105,2.0000,-0.3400,30.9200,0.0408,-0.1760,0.9824,250.2000,190.4000,-234.6000,-0.9943,-0.3790,14.4747
15106,1.9400,-0.4200,30.1200,0.0384,-0.1784,0.9840,250.2000,190.4000,-234.6000,-0.9943,-0.3790,14.5022
15107,1.9000,-0.3600,29.3200,0.0440,-0.1888,0.9896,250.2000,190.4000,-234.6000,-0.9943,-0.3790,14.5241
15108,2.0000,-0.3600,28.4200,0.0432,-0.1896,0.9904,250.2000,190.4000,-234.6000,-0.9943,-0.3790,14.5461
15109,1.9600,-0.2600,27.1000,0.0368,-0.1888,0.9928,250.2000,190.4000,-234.6000,-0.9888,-0.3790,14.5681
15110,1.7200,-0.1200,26.0400,0.0416,-0.1872,0.9968,250.2000,190.4000,-234.6000,-0.9888,-0.3790,14.5900
15111,1.8600,0.0000,25.0200,0.0456,-0.1848,0.9984,250.2000,190.4000,-234.6000,-0.9888,-0.3790,14.6120
15112,1.8400,-0.2200,23.8400,0.0424,-0.1904,1.0016,250.7000,190.3000,-234.2000,-0.9888,-0.3790,14.6285
15113,1.9600,-0.5800,22.8400,0.0440,-0.1856,1.0000,251.1000,190.1000,-233.9000,-0.9833,-0.3790,14.6505
15114,1.9400,-0.5400,21.6400,0.0440,-0.1784,0.9976,251.1000,190.1000,-233.9000,-0.9833,-0.3790,14.6670
15115,1.7200,-0.3000,20.7200,0.0416,-0.1776,1.0000,251.1000,190.1000,-233.9000,-0.9833,-0.3790,14.6834
15116,1.8000,-0.3400,19.6000,0.0480,-0.1720,1.0024,251.1000,190.1000,-233.9000,-0.9833,-0.3790,14.6999
15117,1.5600,-0.3200,18.2800,0.0464,-0.1680,1.0000,251.1000,190.1000,-233.9000,-0.9833,-0.3790,14.7164
15118,1.2400,-0.6600,17.4000,0.0448,-0.1624,0.9968,251.1000,190.1000,-233.9000,-0.9778,-0.3790,14.7274
15119,1.0600,-0.5600,16.4800,0.0416,-0.1664,0.9952,251.1000,190.1000,-233.9000,-0.9778,-0.3790,14.7439
15120,0.9200,-0.4800,15.2400,0.0424,-0.1744,0.9968,251.1000,190.1000,-233.9000,-0.9778,-0.3790,14.7548
15121,0.8200,-0.3800,14.0400,0.0352,-0.1736,0.9984,251.1000,190.1000,-233.9000,-0.9778,-0.3790,14.7658
15122,0.6800,-0.3800,12.9000,0.0392,-0.1752,0.9992,251.1000,190.1000,-233.9000,-0.9778,-0.3790,14.7768
15123,0.2400,-0.3600,11.7600,0.0400,-0.1736,0.9952,251.1000,190.1000,-233.9000,-0.9778,-0.3790,14.7878
15124,0.0000,-0.5800,10.9200,0.0472,-0.1768,0.9960,251.3000,190.0000,-233.9000,-0.9778,-0.3790,14.7933
15125,0.1200,-0.7200,9.7200,0.0472,-0.1720,0.9944,251.3000,190.0000,-233.9000,-0.9778,-0.3790,14.8043
15126,-0.0800,-0.5800,8.5400,0.0424,-0.1632,0.9968,251.3000,190.0000,-233.9000,-0.9778,-0.3790,14.8098
15127,0.0800,-0.5400,7.4600,0.0400,-0.1528,0.9952,251.3000,190.0000,-233.9000,-0.9778,-0.3790,14.8153
15128,0.4200,-0.6000,6.3400,0.0384,-0.1488,0.9904,251.3000,190.0000,-233.9000,-0.9778,-0.3790,14.8208
15129,0.3000,-0.4600,5.5200,0.0376,-0.1432,0.9888,251.3000,190.0000,-233.9000,-0.9778,-0.3845,14.8263
15130,0.4400,-0.4800,4.3400,0.0392,-0.1392,0.9840,251.3000,190.0000,-233.9000,-0.9778,-0.3845,14.8317
15131,0.3800,-0.3000,3.6000,0.0416,-0.1344,0.9840,251.3000,190.0000,-233.9000,-0.9778,-0.3845,14.8317
15132,0.2600,-0.3200,2.4800,0.0416,-0.1280,0.9880,251.3000,190.0000,-233.9000,-0.9778,-0.3845,14.8372
15133,0.3800,-0.3600,1.5800,0.0360,-0.1176,0.9904,251.3000,190.0000,-233.9000,-0.9778,-0.3845,14.8372
15134,0.6400,-0.2400,0.8600,0.0336,-0.0992,0.9928,251.3000,190.0000,-233.9000,-0.9778,-0.3845,14.8372
15135,0.9400,-0.0800,0.5400,0.0216,-0.0640,0.9960,251.3000,190.0000,-233.9000,-0.9778,-0.3845,14.8372
15136,1.3000,-0.0800,0.0800,0.0088,-0.0328,0.9976,252.4000,189.6000,-233.6000,-0.9723,-0.3845,14.8372
15137,2.0400,0.0400,-0.2200,-0.0008,-0.0192,0.9920,252.4000,189.6000,-233.6000,-0.9723,-0.3845,14.8372
15138,1.8800,-0.5000,-0.3400,0.0040,-0.0112,0.9832,252.4000,189.6000,-233.6000,-0.9723,-0.3845,14.8372
15139,1.7000,-0.4400,-0.2000,0.0080,-0.0072,0.9832,252.4000,189.6000,-233.6000,-0.9723,-0.3845,14.8372
15140,1.3200,-0.0600,-0.1000,0.0096,-0.0048,0.9864,252.4000,189.6000,-233.6000,-0.9668,-0.3845,14.8372
15141,1.1400,-0.2000,-0.2800,0.0032,-0.0056,0.9904,252.4000,189.6000,-233.6000,-0.9668,-0.3845,14.8372
15142,0.6800,0.0200,-0.3400,-0.0024,-0.0032,0.9944,252.4000,189.6000,-233.6000,-0.9668,-0.3845,14.8372
15143,0.4400,-0.3000,-0.1200,0.0024,-0.0104,0.9912,252.4000,189.6000,-233.6000,-0.9668,-0.3845,14.8372
15144,0.2200,0.1200,-0.1000,0.0168,-0.0080,0.9912,252.4000,189.6000,-233.6000,-0.9668,-0.3845,14.8372
15145,0.0600,-0.0200,-0.0200,0.0040,-0.0072,1.0072,252.4000,189.6000,-233.6000,-0.9668,-0.3845,14.8372
15146,0.1200,-0.2000,-0.0200,-0.0112,-0.0152,1.0128,252.4000,189.6000,-233.6000,-0.9668,-0.3845,14.8372
15147,0.0200,-0.6200,0.0000,-0.0032,-0.0240,1.0136,252.1000,189.0000,-233.8000,-0.9668,-0.3845,14.8372
15148,0.0800,-0.6000,0.0400,0.0040,-0.0224,1.0056,251.8000,188.4000,-234.0000,-0.9668,-0.3845,14.8372
15149,0.4400,-0.5400,-0.0400,-0.0016,-0.0232,1.0048,251.8000,188.4000,-234.0000,-0.9668,-0.3845,14.8372
15150,0.4200,-0.6000,-0.0200,0.0024,-0.0184,0.9976,251.8000,188.4000,-234.0000,-0.9668,-0.3845,14.8372
15151,0.4200,-0.8600,-0.3200,0.0096,-0.0152,0.9952,251.8000,188.4000,-234.0000,-0.9668,-0.3845,14.8372
15152,0.4400,-0.4400,-0.1200,0.0088,-0.0176,0.9944,251.8000,188.4000,-234.0000,-0.9668,-0.3900,14.8372
15153,0.5400,-0.3200,-0.2800,0.0064,-0.0136,0.9952,251.8000,188.4000,-234.0000,-0.9668,-0.3900,14.8372
15154,0.8400,-0.2400,-0.2000,0.0040,-0.0168,0.9952,251.8000,188.4000,-234.0000,-0.9668,-0.3900,14.8372
15155,0.8400,-0.3000,-0.0800,0.0040,-0.0160,0.9944,251.8000,188.4000,-234.0000,-0.9613,-0.3900,14.8372
15156,0.9600,-0.1400,0.0000,0.0048,-0.0136,0.9944,251.8000,188.4000,-234.0000,-0.9613,-0.3900,14.8372
15157,1.0800,-0.2400,0.0200,0.0024,-0.0168,0.9944,251.8000,188.4000,-234.0000,-0.9613,-0.3900,14.8372
15158,1.3400,-0.0600,0.1000,0.0024,-0.0168,0.9968,251.8000,188.4000,-234.0000,-0.9613,-0.3900,14.8372
15159,1.5400,-0.0800,0.0400,0.0016,-0.0192,0.9976,251.8000,188.4000,-234.2000,-0.9613,-0.3900,14.8372
15160,1.4800,-0.3800,-0.0600,0.0056,-0.0176,0.9944,251.8000,188.4000,-234.5000,-0.9558,-0.3900,14.8372
15161,1.6600,-0.1800,-0.0600,0.0032,-0.0136,0.9896,251.8000,188.4000,-234.5000,-0.9558,-0.3900,14.8372
15162,1.4600,-0.0600,0.0600,0.0072,-0.0136,0.9928,251.8000,188.4000,-234.5000,-0.9558,-0.3900,14.8372
15163,1.4400,-0.2600,0.1400,0.0120,-0.0160,0.9968,251.8000,188.4000,-234.5000,-0.9558,-0.3900,14.8372
15164,1.3400,-0.1600,-0.0400,0.0064,-0.0136,0.9944,251.8000,188.4000,-234.5000,-0.9558,-0.3900,14.8372
15165,1.2800,-0.4000,-0.1400,-0.0024,-0.0184,0.9968,251.8000,188.4000,-234.5000,-0.9503,-0.3900,14.8372
15166,1.3000,-0.2000,-0.0400,-0.0032,-0.0176,1.0024,251.8000,188.4000,-234.5000,-0.9503,-0.3900,14.8372
15167,1.0600,-0.1600,0.0800,-0.0008,-0.0160,1.0048,251.8000,188.4000,-234.5000,-0.9503,-0.3900,14.8372
15168,1.0200,-0.3800,0.0200,0.0024,-0.0176,1.0048,251.8000,188.4000,-234.5000,-0.9503,-0.3900,14.8372
15169,1.0400,-0.3800,-0.1200,0.0000,-0.0104,1.0016,251.8000,188.4000,-234.5000,-0.9503,-0.3900,14.8372
15170,1.0000,-0.5000,-0.2400,-0.0032,-0.0136,1.0016,251.8000,188.4000,-234.5000,-0.9503,-0.3900,14.8372
15171,1.1400,-0.4000,-0.1600,-0.0048,-0.0144,1.0008,251.6000,188.9000,-234.3000,-0.9448,-0.3900,14.8372
15172,1.3400,-0.4200,-0.0400,-0.0176,-0.0080,1.0000,251.6000,188.9000,-234.3000,-0.9448,-0.3900,14.8372
15173,1.2200,-0.3800,0.2800,-0.0328,0.0008,1.0000,251.6000,188.9000,-234.3000,-0.9448,-0.3900,14.8372
15174,0.9600,-0.4800,0.5000,-0.0512,0.0104,0.9976,251.6000,188.9000,-234.3000,-0.9448,-0.3900,14.8372
15175,0.6600,-0.9000,1.2400,-0.0672,0.0232,0.9920,251.6000,188.9000,-234.3000,-0.9448,-0.3900,14.8372
15176,0.2800,-1.1000,2.2000,-0.0800,0.0304,0.9928,251.6000,188.9000,-234.3000,-0.9448,-0.3955,14.8372
15177,-0.0600,-1.0000,3.0200,-0.0944,0.0400,0.9896,251.6000,188.9000,-234.3000,-0.9448,-0.3955,14.8427
15178,-0.4800,-1.0800,4.0000,-0.1056,0.0464,0.9896,251.6000,188.9000,-234.3000,-0.9448,-0.3955,14.8427
15179,-0.8200,-1.0200,4.8800,-0.1144,0.0504,0.9904,251.6000,188.9000,-234.3000,-0.9448,-0.3955,14.8482
15180,-1.3800,-1.0000,5.8800,-0.1136,0.0512,0.9944,251.6000,188.9000,-234.3000,-0.9448,-0.3955,14.8537
15181,-1.8800,-1.0800,6.7800,-0.1208,0.0544,0.9920,251.6000,188.9000,-234.3000,-0.9448,-0.3955,14.8592
15182,-2.2800,-1.2000,7.6800,-0.1168,0.0584,0.9960,251.6000,188.9000,-234.3000,-0.9503,-0.3955,14.8647
15183,-3.0800,-1.2600,8.3600,-0.1040,0.0584,0.9968,251.7000,189.6000,-234.4000,-0.9503,-0.3955,14.8757
15184,-3.7000,-1.6800,9.1200,-0.1024,0.0624,0.9976,251.7000,189.6000,-234.4000,-0.9558,-0.3955,14.8812
15185,-4.3200,-1.7600,10.1200,-0.0992,0.0672,1.0008,251.7000,189.6000,-234.4000,-0.9558,-0.4010,14.8867
15186,-4.7400,-1.7800,10.9400,-0.0984,0.0712,1.0032,251.7000,189.6000,-234.4000,-0.9613,-0.4010,14.8977
15187,-5.1000,-1.9000,11.5600,-0.0968,0.0736,1.0032,251.7000,189.6000,-234.4000,-0.9668,-0.4010,14.9087
15188,-5.4600,-1.9600,11.8200,-0.0896,0.0712,1.0056,251.7000,189.6000,-234.4000,-0.9723,-0.4010,14.9196
15189,-5.6600,-2.2800,12.6600,-0.0928,0.0752,1.0064,251.7000,189.6000,-234.4000,-0.9723,-0.4010,14.9251
15190,-6.0000,-2.1200,13.4200,-0.0912,0.0760,1.0104,251.7000,189.6000,-234.4000,-0.9778,-0.4065,14.9361
15191,-5.9600,-2.2400,14.0200,-0.0944,0.0816,1.0088,251.7000,189.6000,-234.4000,-0.9833,-0.4065,14.9471
15192,-5.6800,-2.3000,14.9200,-0.0992,0.0848,1.0128,251.7000,189.6000,-234.4000,-0.9888,-0.4065,14.9636
15193,-5.5000,-2.1000,15.6400,-0.1064,0.0912,1.0048,251.7000,189.6000,-234.4000,-0.9943,-0.4065,14.9746
15194,-5.3800,-2.0600,16.8000,-0.1104,0.1000,1.0056,251.8000,189.2000,-234.4000,-0.9998,-0.4120,14.9911
15195,-5.0600,-2.0800,17.3000,-0.1224,0.1120,1.0024,252.0000,188.9000,-234.4000,-0.9998,-0.4120,15.0020
15196,-4.4000,-2.1200,18.3200,-0.1192,0.1192,1.0000,252.0000,188.9000,-234.4000,-1.0053,-0.4120,15.0185
15197,-3.9400,-2.0200,19.2800,-0.1256,0.1208,0.9944,252.0000,188.9000,-234.4000,-1.0108,-0.4120,15.0350
15198,-3.8400,-1.7800,20.2800,-0.1328,0.1216,0.9952,252.0000,188.9000,-234.4000,-1.0108,-0.4120,15.0515
15199,-3.5000,-1.6800,21.3600,-0.1360,0.1272,0.9952,252.0000,188.9000,-234.4000,-1.0162,-0.4175,15.0680
15200,-3.3800,-1.8000,22.5200,-0.1336,0.1376,0.9952,252.0000,188.9000,-234.4000,-1.0162,-0.4175,15.0844
15201,-3.2800,-1.8200,23.2600,-0.1376,0.1456,0.9928,252.0000,188.9000,-234.4000,-1.0217,-0.4175,15.1064
15202,-2.8600,-1.6200,24.1400,-0.1464,0.1552,0.9896,252.0000,188.9000,-234.4000,-1.0217,-0.4175,15.1229
15203,-2.7800,-1.7800,25.5000,-0.1400,0.1592,0.9936,252.0000,188.9000,-234.4000,-1.0217,-0.4175,15.1449
15204,-2.4200,-1.9000,26.7400,-0.1296,0.1688,0.9888,252.0000,188.9000,-234.4000,-1.0272,-0.4175,15.1668
15205,-2.2600,-1.8000,28.2200,-0.1280,0.1720,0.9912,252.0000,188.9000,-234.4000,-1.0272,-0.4175,15.1888
15206,-1.9800,-1.8200,29.2600,-0.1088,0.1640,0.9976,252.2000,187.7000,-234.4000,-1.0272,-0.4230,15.2108
15207,-1.5800,-1.5600,30.2200,-0.0640,0.1496,1.0064,252.5000,186.5000,-234.4000,-1.0327,-0.4230,15.2382
15208,-0.9600,-1.2400,30.8200,-0.0952,0.1656,0.9984,252.5000,186.5000,-234.4000,-1.0327,-0.4230,15.2657
15209,-1.3000,-1.6800,32.2800,-0.1016,0.1760,1.0024,252.5000,186.5000,-234.4000,-1.0327,-0.4230,15.2877
15210,-1.1600,-1.6600,33.3400,-0.1088,0.1880,0.9992,252.5000,186.5000,-234.4000,-1.0327,-0.4230,15.3152
15211,-1.6400,-1.5200,34.7400,-0.1160,0.1944,1.0016,252.5000,186.5000,-234.4000,-1.0327,-0.4230,15.3426
15212,-1.1400,-1.7800,36.1600,-0.1192,0.2032,1.0048,252.5000,186.5000,-234.4000,-1.0382,-0.4230,15.3756
15213,-1.2800,-1.8000,37.5600,-0.1224,0.2096,1.0024,252.5000,186.5000,-234.4000,-1.0382,-0.4230,15.4030
15214,-1.1800,-1.6200,39.2800,-0.1192,0.2136,1.0056,252.5000,186.5000,-234.4000,-1.0382,-0.4230,15.4360
15215,-1.0400,-1.9000,40.7400,-0.1224,0.2216,1.0024,252.5000,186.5000,-234.4000,-1.0382,-0.4230,15.4690
15216,-0.8800,-1.9200,42.4600,-0.1232,0.2224,1.0040,252.5000,186.5000,-234.4000,-1.0382,-0.4285,15.5019
15217,-0.8400,-1.9000,43.9600,-0.1288,0.2216,1.0032,252.5000,186.5000,-234.4000,-1.0382,-0.4285,15.5404
15218,-0.5400,-2.1600,45.7200,-0.1136,0.2216,1.0024,253.8000,185.7000,-234.2000,-1.0437,-0.4285,15.5788
15219,-0.2600,-1.8800,47.1000,-0.1104,0.2296,1.0000,253.7000,185.7000,-234.2000,-1.0437,-0.4285,15.6173
15220,-0.5600,-2.2000,48.6000,-0.1200,0.2360,0.9944,253.7000,185.7000,-234.2000,-1.0437,-0.4285,15.6557
15221,-0.4200,-2.3000,50.2200,-0.1040,0.2400,0.9936,253.7000,185.7000,-234.2000,-1.0437,-0.4285,15.6942
15222,-0.3600,-2.2600,51.9600,-0.1080,0.2504,0.9912,253.8000,185.7000,-234.2000,-1.0437,-0.4285,15.7381
15223,-0.7600,-2.4800,53.6600,-0.1104,0.2464,0.9912,253.7000,185.7000,-234.2000,-1.0437,-0.4285,15.7821
15224,-0.9200,-2.7000,55.2400,-0.1104,0.2432,0.9928,253.8000,185.7000,-234.2000,-1.0437,-0.4340,15.8260
15225,-0.8200,-2.5000,56.7400,-0.1048,0.2312,0.9936,253.8000,185.7000,-234.2000,-1.0437,-0.4340,15.8755
15226,-1.0000,-2.3600,58.4200,-0.0960,0.2296,1.0008,253.8000,185.7000,-234.2000,-1.0492,-0.4340,15.9194
15227,-1.1200,-2.6200,60.0200,-0.0872,0.2208,1.0024,253.8000,185.7000,-234.2000,-1.0492,-0.4340,15.9688
15228,-1.3200,-2.6400,61.3600,-0.0768,0.2224,1.0056,253.7000,185.7000,-234.2000,-1.0492,-0.4340,16.0183
15229,-1.1400,-2.7400,63.0600,-0.0720,0.2232,1.0096,253.8000,185.7000,-234.2000,-1.0492,-0.4395,16.0732
15230,-1.2000,-2.8200,64.7200,-0.0824,0.2264,1.0112,254.8000,183.5000,-234.6000,-1.0492,-0.4395,16.1227
15231,-1.0600,-2.7400,66.3000,-0.0864,0.2320,1.0072,254.8000,183.5000,-234.6000,-1.0547,-0.4395,16.1776
15232,-0.9000,-2.9400,67.8600,-0.0728,0.2232,1.0112,254.8000,183.5000,-234.6000,-1.0547,-0.4395,16.2325
15233,-0.8400,-2.9600,69.2000,-0.0744,0.2256,1.0088,254.8000,183.5000,-234.6000,-1.0547,-0.4395,16.2875
15234,-0.8000,-3.0800,70.7000,-0.0744,0.2336,1.0104,254.8000,183.5000,-234.6000,-1.0547,-0.4450,16.3479
15235,-0.7800,-3.3800,72.6800,-0.0768,0.2392,1.0064,254.8000,183.5000,-234.6000,-1.0547,-0.4450,16.4083
15236,-0.7800,-2.8200,74.4600,-0.0704,0.2296,1.0088,254.8000,183.5000,-234.6000,-1.0547,-0.4450,16.4687
15237,-1.0000,-3.0800,76.0800,-0.0688,0.2264,1.0088,254.8000,183.5000,-234.6000,-1.0602,-0.4450,16.5292
15238,-0.7000,-3.3200,77.6600,-0.0728,0.2280,1.0112,254.8000,183.5000,-234.6000,-1.0602,-0.4450,16.5896
15239,-0.8000,-3.6200,79.4800,-0.0696,0.2280,1.0152,254.8000,183.5000,-234.6000,-1.0602,-0.4504,16.6555
15240,-0.6200,-3.6400,80.9200,-0.0664,0.2296,1.0128,254.8000,183.5000,-234.6000,-1.0602,-0.4504,16.7214
15241,-0.8000,-3.7200,82.2000,-0.0680,0.2312,1.0136,256.0000,182.3000,-234.4000,-1.0602,-0.4504,16.7873
15242,-0.9400,-3.5800,84.1200,-0.0624,0.2208,1.0104,257.3000,181.2000,-234.2000,-1.0657,-0.4559,16.8588
15243,-0.8600,-3.6600,85.6000,-0.0600,0.2192,1.0112,257.3000,181.2000,-234.2000,-1.0657,-0.4559,16.9302
15244,-0.9000,-3.7200,87.2800,-0.0656,0.2272,1.0064,257.3000,181.2000,-234.2000,-1.0657,-0.4559,16.9961
15245,-1.0600,-3.8000,88.6400,-0.0680,0.2352,1.0088,257.3000,181.2000,-234.2000,-1.0657,-0.4559,17.0730
15246,-0.8600,-4.0600,90.3600,-0.0600,0.2360,1.0088,257.3000,181.2000,-234.2000,-1.0657,-0.4614,17.1444
15247,-1.2800,-4.1400,91.8800,-0.0688,0.2296,1.0080,257.3000,181.2000,-234.2000,-1.0712,-0.4614,17.2213
15248,-1.3000,-4.2000,93.7200,-0.0688,0.2280,1.0096,257.3000,181.2000,-234.2000,-1.0712,-0.4614,17.2927
15249,-1.0600,-4.1600,95.0000,-0.0544,0.2280,1.0112,257.3000,181.2000,-234.2000,-1.0712,-0.4669,17.3751
15250,-0.7800,-4.4000,96.5600,-0.0584,0.2312,1.0072,257.3000,181.2000,-234.2000,-1.0712,-0.4669,17.4520
15251,-0.4800,-4.2800,97.9200,-0.0432,0.2192,1.0072,257.3000,181.2000,-234.2000,-1.0712,-0.4669,17.5289
15252,-0.3600,-4.3400,99.2000,-0.0512,0.2192,1.0008,257.3000,181.2000,-234.2000,-1.0767,-0.4724,17.6113
15253,-0.1800,-4.4600,100.6400,-0.0512,0.2232,0.9992,258.6000,180.1000,-234.4000,-1.0767,-0.4724,17.6937
15254,0.0000,-4.2200,102.1400,-0.0488,0.2248,0.9968,259.9000,179.1000,-234.6000,-1.0767,-0.4724,17.7761
15255,0.1000,-4.5400,103.6200,-0.0376,0.2160,0.9944,259.9000,179.1000,-234.6000,-1.0767,-0.4779,17.8585
15256,-0.1400,-4.4400,105.2400,-0.0472,0.2136,0.9896,259.9000,179.1000,-234.6000,-1.0767,-0.4779,17.9464
15257,0.0600,-4.3400,106.6800,-0.0432,0.2048,0.9952,259.9000,179.1000,-234.6000,-1.0767,-0.4779,18.0343
15258,0.2400,-4.4000,107.7800,-0.0440,0.1976,0.9984,259.9000,179.1000,-234.6000,-1.0767,-0.4834,18.1222
15259,0.4600,-4.4800,109.1800,-0.0344,0.2032,0.9968,259.9000,179.1000,-234.6000,-1.0767,-0.4834,18.2101
15260,0.5800,-4.4800,110.3000,-0.0328,0.1968,0.9936,259.9000,179.1000,-234.6000,-1.0767,-0.4834,18.2980
15261,0.6400,-4.4000,111.4400,-0.0336,0.1856,0.9968,259.9000,179.1000,-234.6000,-1.0767,-0.4889,18.3914
15262,0.5000,-4.7200,112.4400,-0.0376,0.1824,0.9960,259.9000,179.1000,-234.6000,-1.0767,-0.4889,18.4793
15263,0.3400,-4.7200,113.5400,-0.0288,0.1744,0.9968,259.9000,179.1000,-234.6000,-1.0767,-0.4889,18.5726
15264,0.7000,-4.6800,114.4600,-0.0176,0.1640,1.0008,259.9000,179.1000,-234.6000,-1.0767,-0.4944,18.6660
15265,0.7600,-4.8600,115.4400,-0.0160,0.1600,1.0056,261.9000,174.7000,-234.5000,-1.0767,-0.4944,18.7594
15266,0.9800,-4.5200,116.7600,-0.0168,0.1528,0.9984,261.9000,174.7000,-234.5000,-1.0767,-0.4999,18.8583
15267,0.9000,-4.1600,117.5800,-0.0256,0.1440,1.0040,261.9000,174.7000,-234.5000,-1.0767,-0.4999,18.9517
15268,1.3200,-4.5800,118.4800,-0.0216,0.1384,1.0104,261.9000,174.7000,-234.5000,-1.0767,-0.4999,19.0506
15269,1.6200,-4.8600,119.3000,-0.0176,0.1432,1.0088,261.9000,174.7000,-234.5000,-1.0767,-0.5054,19.1439
15270,1.9000,-4.6200,120.3400,-0.0264,0.1496,1.0104,261.9000,174.7000,-234.5000,-1.0767,-0.5054,19.2428
15271,2.1600,-4.7200,121.2400,-0.0176,0.1512,1.0048,261.9000,174.7000,-234.5000,-1.0767,-0.5054,19.3417
15272,2.6000,-4.8600,122.1200,-0.0208,0.1528,1.0040,261.9000,174.7000,-234.5000,-1.0767,-0.5109,19.4406
15273,2.8200,-4.8800,123.3000,-0.0176,0.1448,0.9896,261.9000,174.7000,-234.5000,-1.0712,-0.5109,19.5395
15274,2.5400,-5.0400,124.1800,-0.0160,0.1312,0.9968,261.9000,174.7000,-234.5000,-1.0712,-0.5109,19.6438
15275,2.5600,-5.0200,125.1400,-0.0208,0.1320,0.9976,261.9000,174.7000,-234.5000,-1.0712,-0.5164,19.7427
15276,2.5800,-4.9200,125.8200,-0.0112,0.1232,0.9992,261.9000,174.7000,-234.5000,-1.0712,-0.5164,19.8471
15277,2.8000,-5.0600,126.4400,-0.0080,0.1288,0.9984,265.0000,169.6000,-235.1000,-1.0657,-0.5164,19.9514
15278,2.9800,-5.0800,127.3800,-0.0144,0.1344,0.9944,265.0000,169.6000,-235.1000,-1.0657,-0.5219,20.0558
15279,2.7200,-5.1600,128.3400,-0.0032,0.1184,0.9936,265.0000,169.6000,-235.1000,-1.0657,-0.5219,20.1602
15280,2.7200,-5.1400,129.0400,-0.0040,0.1192,0.9984,265.0000,169.6000,-235.1000,-1.0657,-0.5274,20.2646
15281,2.8800,-5.0600,130.0600,-0.0072,0.1160,0.9960,265.0000,169.6000,-235.1000,-1.0602,-0.5274,20.3689
15282,3.1400,-4.8400,130.9200,0.0016,0.1160,0.9928,265.0000,169.6000,-235.1000,-1.0602,-0.5274,20.4733
15283,3.2800,-5.1600,131.5200,0.0024,0.1040,0.9912,265.0000,169.6000,-235.1000,-1.0602,-0.5328,20.5832
15284,3.2800,-5.2000,132.2400,0.0152,0.0880,0.9888,265.0000,169.6000,-235.1000,-1.0547,-0.5328,20.6875
15285,3.3400,-5.2000,132.6800,0.0184,0.0816,0.9904,265.0000,169.6000,-235.2000,-1.0547,-0.5383,20.7974
15286,3.3200,-5.1400,133.3600,0.0264,0.0592,0.9936,265.0000,169.6000,-235.2000,-1.0547,-0.5383,20.9073
15287,3.1600,-4.9800,133.6200,0.0296,0.0352,0.9976,265.0000,169.6000,-235.1000,-1.0492,-0.5383,21.0171
15288,3.1000,-5.1200,133.5400,0.0288,0.0248,1.0024,266.9000,167.6000,-235.2000,-1.0492,-0.5438,21.1215
15289,3.2400,-5.3400,133.9800,0.0440,0.0168,1.0104,268.9000,165.6000,-235.3000,-1.0492,-0.5438,21.2314
15290,3.2800,-5.0800,134.1400,0.0464,0.0176,1.0064,268.9000,165.6000,-235.3000,-1.0492,-0.5493,21.3412
15291,3.7600,-4.9200,134.3000,0.0408,0.0200,1.0016,268.9000,165.6000,-235.3000,-1.0437,-0.5493,21.4511
15292,3.9200,-5.0600,134.7000,0.0480,0.0120,1.0000,268.9000,165.6000,-235.3000,-1.0437,-0.5493,21.5610
15293,3.7000,-5.0400,134.8800,0.0328,0.0072,0.9984,268.9000,165.6000,-235.3000,-1.0382,-0.5548,21.6708
15294,3.5600,-5.3600,135.0000,0.0408,0.0048,1.0048,268.9000,165.6000,-235.3000,-1.0382,-0.5548,21.7807
15295,3.4800,-5.2600,134.8400,0.0424,-0.0056,1.0056,268.9000,165.6000,-235.3000,-1.0382,-0.5603,21.8906
15296,3.9800,-5.0800,134.9000,0.0496,-0.0160,1.0040,268.9000,165.6000,-235.3000,-1.0327,-0.5603,22.0004
15297,3.8600,-5.1800,134.7200,0.0440,-0.0144,1.0080,268.9000,165.6000,-235.3000,-1.0327,-0.5603,22.1103
15298,4.0800,-5.4000,134.5400,0.0528,-0.0288,1.0040,268.9000,165.6000,-235.3000,-1.0327,-0.5658,22.2202
15299,3.9600,-5.4400,134.4000,0.0544,-0.0312,1.0104,268.9000,165.6000,-235.3000,-1.0272,-0.5658,22.3300
